iter	MultiClass
242	0.751716645
243	0.750230234
244	0.7493127186
245	0.7487011834
246	0.746886028
247	0.745721739
248	0.7444103952
249	0.7436080513
250	0.7417515724
251	0.7410107774
252	0.7406018531
253	0.739918482
254	0.7390237025
255	0.7378591571
256	0.7369068605
257	0.7362029174
258	0.7348552954
259	0.7340897661
260	0.7322220392
261	0.7309615308
262	0.7294798726
263	0.7288831697
264	0.7283157088
265	0.7278650514
266	0.7266860639
267	0.7256252007
268	0.7248040776
269	0.7236779465
270	0.7223936524
271	0.7217605419
272	0.7210788863
273	0.7202364721
274	0.7190136891
275	0.7181294118
276	0.7164971187
277	0.715188014
278	0.7140042669
279	0.712716568
280	0.7122596477
281	0.7109987868
282	0.7096378298
283	0.7082749637
284	0.7067930601
285	0.7049330312
286	0.7040933496
287	0.7028740703
288	0.7015974072
289	0.7008671391
290	0.6996492883
291	0.6980146858
292	0.6963570893
293	0.6955805142
294	0.6941238643
295	0.6926278197
296	0.6918680336
297	0.6905346741
298	0.6901432631
299	0.6890989616
300	0.6885049897
301	0.688046133
302	0.6873516906
303	0.6864386459
304	0.6852717673
305	0.6834978535
306	0.6816985272
307	0.68057151
308	0.6799541954
309	0.6786548443
310	0.6775404688
311	0.6761143491
312	0.6756312646
313	0.67532113
314	0.6749035489
315	0.6732088033
316	0.6719708331
317	0.6713489389
318	0.6693330283
319	0.668595448
320	0.6677856247
321	0.6664279238
322	0.6654743109
323	0.6644390791
324	0.6631952123
325	0.6614687237
326	0.6608529475
327	0.6604492954
328	0.6590859202
329	0.6577501828
330	0.6560861649
331	0.6549557056
332	0.6543333669
333	0.6534346675
334	0.6527013999
335	0.6517712565
336	0.6498625223
337	0.6488992588
338	0.6478041887
339	0.6472310516
340	0.6462507344
341	0.6446514685
342	0.6438204637
343	0.6431869408
344	0.6421087084
345	0.6408952496
346	0.6397013402
347	0.6383754998
348	0.6371606486
349	0.6358135332
350	0.6349503728
351	0.6337971787
352	0.6334777484
353	0.632184883
354	0.6306885691
355	0.6290972153
356	0.6284496317
357	0.6278303707
358	0.6268783801
359	0.6257136159
360	0.6252806597
361	0.6246283429
362	0.6235780967
363	0.6230461967
364	0.6219569841
365	0.620207764
366	0.6193405026
367	0.6187635939
368	0.6180877289
369	0.6172336131
370	0.6163947611
371	0.6158833398
372	0.6150157229
373	0.6145625249
374	0.6139795811
375	0.6130685455
376	0.6123541168
377	0.6116978639
378	0.6113362062
379	0.6101395168
380	0.6089921577
381	0.6084200856
382	0.6077718996
383	0.6069327889
384	0.6064400864
385	0.6058886333
386	0.6046805872
387	0.6043291983
388	0.6038130268
389	0.6026148604
390	0.6020615462
391	0.6010615748
392	0.6006579463
393	0.599997137
394	0.5985070635
395	0.5979698312
396	0.5966277015
397	0.5958780401
398	0.5946807565
399	0.5937030452
400	0.5930108893
401	0.5920888021
402	0.5912014241
403	0.5906407794
404	0.5901781761
405	0.5890153901
406	0.5878865822
407	0.5873348006
408	0.5868213885
409	0.5855432222
410	0.5852796424
411	0.5844601221
412	0.5837857722
413	0.5832847455
414	0.5826592371
415	0.581969941
416	0.5815419899
417	0.5806160601
418	0.579527322
419	0.5785081618
420	0.577451317
421	0.5764380377
422	0.5756143555
423	0.5753116837
424	0.5748029582
425	0.5739462972
426	0.5732668202
427	0.5725338236
428	0.571428657
429	0.5708217153
430	0.5700851252
431	0.5692796381
432	0.5680371948
433	0.5669928507
434	0.5663807538
435	0.5659133551
436	0.5652842015
437	0.5645131586
438	0.5639558837
439	0.5633646258
440	0.5625506294
441	0.5620353727
442	0.5613546917
443	0.5607620188
444	0.5598981277
445	0.5589315992
446	0.5578681612
447	0.5569210998
448	0.5565465604
449	0.5558496339
450	0.5551910509
451	0.5542115421
452	0.5535707297
453	0.5526913138
454	0.5520241259
455	0.5511009157
456	0.5500164878
457	0.5496285189
458	0.5489151535
459	0.5479507852
460	0.5468907094
461	0.5461531907
462	0.5456520014
463	0.5445371311
464	0.5433696253
465	0.5428128389
466	0.5423659844
467	0.5415429474
468	0.5408511826
469	0.5405508484
470	0.5401957686
471	0.5396412822
472	0.5391811382
473	0.5384757204
474	0.5376033741
475	0.5365697204
476	0.5360484113
477	0.5350959109
478	0.5347809693
479	0.534322682
480	0.5331971551
481	0.5323986085
482	0.5318104889
483	0.5315475107
484	0.5311757771
485	0.5304657543
486	0.5298272889
487	0.5293583757
488	0.5289512181
489	0.5287239283
490	0.5276443739
491	0.5270700572
492	0.5262503515
493	0.5257665987
494	0.5255470594
495	0.5253310974
496	0.5244940699
497	0.5240745906
498	0.5237462287
499	0.5230006388
500	0.5221759596
501	0.5218595546
502	0.5212430203
503	0.5202155394
504	0.5197570624
505	0.5193669946
506	0.5187277114
507	0.5185296735
508	0.5177696162
509	0.5174514887
510	0.5170176893
511	0.5164361153
512	0.5159342198
513	0.5153404252
514	0.5146341637
515	0.5142432171
516	0.5135886351
517	0.5128153613
518	0.5121980993
519	0.5115272529
520	0.5109414146
521	0.5106663431
522	0.5100714831
523	0.5095913096
524	0.5088912774
525	0.5082206636
526	0.507959567
527	0.5074598396
528	0.5067164112
529	0.5062130458
530	0.5054874302
531	0.5048333927
532	0.5042614264
533	0.503899312
534	0.5035274518
535	0.5030648643
536	0.5023639237
537	0.5016805425
538	0.5011945097
539	0.500431602
540	0.4997684262
541	0.4995520082
542	0.4992368909
543	0.4984845431
544	0.4979164687
545	0.4970132438
546	0.4968344713
547	0.4965315534
548	0.4959196744
549	0.4953666671
550	0.4949368612
551	0.4945251893
552	0.4939109264
553	0.4933569586
554	0.4929123318
555	0.4921925121
556	0.4915286447
557	0.4907566745
558	0.490195999
559	0.4895186052
560	0.4887642474
561	0.4883907013
562	0.4879975751
563	0.4872629526
564	0.4868186463
565	0.4863217695
566	0.4858654511
567	0.4854643946
568	0.4849975656
569	0.4844077096
570	0.483701817
571	0.483249905
572	0.4829612654
573	0.4825015988
574	0.4822855138
575	0.4812488298
576	0.4806782216
577	0.4798603708
578	0.4791462977
579	0.4786950286
580	0.4782421925
581	0.4778147643
582	0.4773403484
583	0.4765317276
584	0.4760339325
585	0.4757617248
586	0.4753027076
587	0.4743503576
588	0.4739611254
589	0.4733919464
590	0.4729144642
591	0.4723048265
592	0.4716085198
593	0.4710918106
594	0.4707478759
595	0.4700093904
596	0.4692062762
597	0.4687166331
598	0.4683247756
599	0.4679598837
600	0.4676671507
601	0.4673813108
602	0.4666418865
603	0.4657418167
604	0.4647609104
605	0.4644189829
606	0.4637124729
607	0.4633075458
608	0.4626520815
609	0.4621407807
610	0.4616722068
611	0.4612976677
612	0.460330854
613	0.459941021
614	0.4595682749
615	0.4590702328
616	0.4584204562
617	0.4579934053
618	0.4574254256
619	0.4566013154
620	0.4563369563
621	0.4557156747
622	0.4551012951
623	0.454382019
624	0.4536752111
625	0.4532951523
626	0.4530812052
627	0.4526160188
628	0.4520936136
629	0.4516474079
630	0.4509888576
631	0.4501623805
632	0.4497502029
633	0.4490600327
634	0.4485397967
635	0.4476257181
636	0.4470455727
637	0.4468165227
638	0.4462569537
639	0.4453950332
640	0.4446493303
641	0.4436598237
642	0.4431490086
643	0.442690772
644	0.4422445019
645	0.4417218365
646	0.4414428171
647	0.4409863925
648	0.4407091103
649	0.4401622268
650	0.4396065302
651	0.4388345017
652	0.4384109114
653	0.4377442522
654	0.4373067271
655	0.436907458
656	0.4364822779
657	0.4359821924
658	0.4355270409
659	0.4353443089
660	0.4350836593
661	0.4346372108
662	0.4342009501
663	0.4337764637
664	0.4331356407
665	0.4324231391
666	0.4319196026
667	0.4315183442
668	0.4308049472
669	0.4306617311
670	0.4302361118
671	0.4298135464
672	0.4291197206
673	0.428736974
674	0.4283691206
675	0.4279185348
676	0.4275019483
677	0.4272836192
678	0.4267173727
679	0.4265980423
680	0.4260351931
681	0.4257242149
682	0.4250147642
683	0.4244503457
684	0.4239447746
685	0.4235361776
686	0.4231314972
687	0.4227744801
688	0.4222860713
689	0.4217439093
690	0.421427203
691	0.4208806926
692	0.4204100795
693	0.4200186364
694	0.419571381
695	0.4193887767
696	0.4187212376
697	0.4183381048
698	0.417806957
699	0.4176635636
700	0.4173523647
701	0.41698841
702	0.4167905743
703	0.4162199288
704	0.415647887
705	0.4154548961
706	0.4149508685
707	0.4146994903
708	0.4142939376
709	0.4140218794
710	0.4133799723
711	0.4128874392
712	0.4124423219
713	0.4119499412
714	0.4115857023
715	0.4112178054
716	0.4110736639
717	0.410501979
718	0.4100996734
719	0.4095526909
720	0.4093386098
721	0.4089438482
722	0.4086645623
723	0.408307754
724	0.4078826424
725	0.4077843939
726	0.4073797253
727	0.40715136
728	0.4066357193
729	0.4064726716
730	0.4058098626
731	0.4055528349
732	0.4053599845
733	0.4049231346
734	0.4044658559
735	0.4035712605
736	0.4032001814
737	0.4030047968
738	0.402544645
739	0.4023449036
740	0.4017643799
741	0.4014843069
742	0.4012028648
743	0.400987693
744	0.4007170155
745	0.4003702794
746	0.3997033865
747	0.3994087396
748	0.3989036424
749	0.3983906361
750	0.3979149183
751	0.3971649913
752	0.39679894
753	0.3964254492
754	0.3956848615
755	0.3949215541
756	0.3943929753
757	0.3939752738
758	0.3934013087
759	0.3931060448
760	0.3927388934
761	0.3921448406
762	0.3920014582
763	0.3914572348
764	0.3910746697
765	0.3904519407
766	0.3901080857
767	0.3896469027
768	0.3889165437
769	0.3885526049
770	0.388317723
771	0.3878013087
772	0.3874594158
773	0.3869232593
774	0.3865446533
775	0.3862588876
776	0.3860084813
777	0.3855444735
778	0.385343415
779	0.3848409817
780	0.384490019
781	0.3840635875
782	0.3836848881
783	0.3833280372
784	0.3830620371
785	0.3825554597
786	0.3823033033
787	0.3818920948
788	0.3816579234
789	0.3812533215
790	0.3811699433
791	0.3808156387
792	0.380405921
793	0.3799751342
794	0.3796776714
795	0.3793096863
796	0.3787110438
797	0.378347871
798	0.3780410529
799	0.3773792557
800	0.3771392362
801	0.376511565
802	0.3760221342
803	0.3758991191
804	0.3753847315
805	0.3749889264
806	0.374582937
807	0.3740467014
808	0.3736024958
809	0.3731526146
810	0.3728336671
811	0.3724061546
812	0.3718488631
813	0.3715870573
814	0.3710149211
815	0.3706026925
816	0.3702058272
817	0.3697597438
818	0.3693308433
819	0.3688310476
820	0.3682940159
821	0.3680362569
822	0.3674403707
823	0.366986151
824	0.3666168946
825	0.3663030881
826	0.3660773821
827	0.3656866115
828	0.3653823484
829	0.364931331
830	0.3647441346
831	0.3641704599
832	0.3639896228
833	0.3636926669
834	0.3634424716
835	0.3632163708
836	0.362831485
837	0.3626262403
838	0.3622855639
839	0.3619466911
840	0.3614479074
841	0.3612391472
842	0.3610382032
843	0.3606843402
844	0.3601746717
845	0.3596091122
846	0.3591863208
847	0.3588315182
848	0.3584438538
849	0.3581742658
850	0.3577880977
851	0.3575437459
852	0.3571958781
853	0.3568968242
854	0.3565089334
855	0.356133514
856	0.3558100745
857	0.3554498641
858	0.3551344863
859	0.3548704383
860	0.3545839793
861	0.354495456
862	0.3541851917
863	0.3540958645
864	0.3539917422
865	0.3534992255
866	0.3530318259
867	0.3525607375
868	0.3522230229
869	0.3519132972
870	0.3517199153
871	0.3512810124
872	0.3508491112
873	0.3504538713
874	0.3500625825
875	0.3495440668
876	0.3492551011
877	0.3487758408
878	0.3483209617
879	0.3481074538
880	0.3478408431
881	0.3477430287
882	0.3473914774
883	0.3471689819
884	0.3469236893
885	0.3465989628
886	0.3462648446
887	0.3459305104
888	0.3457285256
889	0.345490879
890	0.3452081444
891	0.3448652177
892	0.3446134615
893	0.3444655882
894	0.3441270284
895	0.3438079258
896	0.3433499428
897	0.3432062425
898	0.3430655569
899	0.3426579322
900	0.342453836
901	0.3420123926
902	0.341801653
903	0.3416777154
904	0.3412155529
905	0.3409317772
906	0.3405279734
907	0.3399721618
908	0.3398048204
909	0.3394136887
910	0.3390991751
911	0.3390162943
912	0.3384827368
913	0.3381808222
914	0.3378225848
915	0.3373620583
916	0.3368024736
917	0.3364838477
918	0.3362692111
919	0.3360673008
920	0.3355895062
921	0.3353219116
922	0.3351588461
923	0.3349442435
924	0.3344528182
925	0.3341352593
926	0.3339060839
927	0.3336377717
928	0.3334848066
929	0.3333245408
930	0.3329145213
931	0.3327852573
932	0.3325522997
933	0.3321169563
934	0.3319288936
935	0.3317394862
936	0.3314966198
937	0.33119928
938	0.3308688511
939	0.3307101019
940	0.3302087226
941	0.3298271709
942	0.3296314377
943	0.3292388653
944	0.3288859414
945	0.328424761
946	0.3281284739
947	0.3276816063
948	0.3273979619
949	0.3271866794
950	0.3268871906
951	0.3265541015
952	0.3262745665
953	0.3258839611
954	0.3256757922
955	0.325197721
956	0.3249255058
957	0.324480306
958	0.3242973021
959	0.3239465014
960	0.3234470747
961	0.3230213313
962	0.3227972812
963	0.322324961
964	0.3219095065
965	0.3217273177
966	0.3213638692
967	0.3211589172
968	0.320895063
969	0.3203737105
970	0.320158442
971	0.3198100287
972	0.3195239053
973	0.3190957607
974	0.3186556278
975	0.3184797036
976	0.3181653633
977	0.3179482074
978	0.3175667323
979	0.3172229502
980	0.3169765546
981	0.3165788514
982	0.3160477312
983	0.3156119272
984	0.3152909375
985	0.3149646236
986	0.314655615
987	0.3144278304
988	0.3140268238
989	0.3138796511
990	0.3135459206
991	0.3133040707
992	0.313003489
993	0.3128272907
994	0.3124056313
995	0.312045239
996	0.3117028705
997	0.3113615036
998	0.3111178827
999	0.3106030665
